,drug,deltaRMSD_min,deltaRMSD_max,deltaRMSD_mean,deltaRMSD_ratio_min,deltaRMSD_ratio_max,deltaRMSD_ratio_mean
0,dofetilide,1.5321490825946995,44.45971807164438,22.51966159692938,0.025343771483158778,0.7354225171777797,0.3725049760980872
0,bepridil,1.3871596027053386,69.71390749065597,12.79662266568766,0.009384546571642631,0.47163528281916073,0.08657295175816422
0,terfenadine,7.521144652855583e-05,17.765172158697226,8.435192889405005,4.647489658015841e-07,0.10977511760669185,0.052123012555003005
0,cisapride,0.17813976466867132,46.66573418794914,21.732813454688902,0.002031244145209767,0.5321074692530857,0.2478090737959553
0,verapamil,2.71263595823622,88.37599744982639,63.87423891487727,0.033995124494749826,1.1075400761140093,0.80048069012936
0,ranolazine,0.22413639619698955,51.09117592341225,18.333235868331148,0.009244059162388145,2.1071537729950665,0.7561177920248268
0,quinidine,0.340950117714641,45.331287380844046,16.403529461037316,0.004424742055234246,0.5882950122921071,0.21287978179046388
0,sotalol,0.9563570756053963,50.84402051861391,18.39892062938373,0.03053337353458632,1.6232843465002644,0.5874177444178567
0,chlorpromazine,0.37016331289053994,38.439926029421336,16.155083477044066,0.004835422668284948,0.5021386053588316,0.2110329525714888
0,ondansetron,2.8602356517315286,52.19046582255261,20.7694054969286,0.032786580698486986,0.5982538251164217,0.2380775125897094
0,diltiazem,2.4461656712372744,35.754065089152576,19.25899276741326,0.041518330357002524,0.6068473216805348,0.3268794233614384
0,mexiletine,0.9248967474140102,62.97420219031681,14.142119960495751,0.012713339857156532,0.8656235811373353,0.19439313400242597
