,APD,drug concentration
0,210.54682162740272,0.1
1,210.55713040382562,0.20691380811147897
2,210.57863996994695,0.42813323987193935
3,210.6254054787716,0.8858667904100825
4,210.72529518470054,1.8329807108324356
5,210.93807042832844,3.79269019073225
6,211.39090205550718,7.847599703514611
7,212.35340758451395,16.23776739188721
8,214.3873038164544,33.59818286283781
9,218.6305233948283,69.51927961775606
10,227.263774453574,143.8449888287663
11,243.9433893751965,297.6351441631316
12,273.3743703578518,615.8482110660261
13,320.12305174005826,1274.2749857031322
14,392.6824878900375,2636.6508987303555
15,477.62831036491616,5455.594781168515
16,526.7296024023143,11288.378916846883
17,550.093008623225,23357.21469090121
18,561.195603422554,48329.30238571752
19,566.4650251226918,100000.0
