,pulse 0,pulse 1,APD,drug concentration,qNet
0,210.560738453765,210.5607440856902,210.5607440856902,0.1,0.10657299102541072
1,210.58818247153368,210.5881573291166,210.58818247153368,0.20691380811147897,0.10656830646234329
2,210.64729650033792,210.6474647272932,210.6474647272932,0.42813323987193935,0.10655951858520833
3,210.77432300373903,210.77421344988693,210.77432300373903,0.8858667904100825,0.10654114243131946
4,211.04413247289057,211.04403704285312,211.04413247289057,1.8329807108324356,0.1065008353256378
5,211.61827463172756,211.61824938198936,211.61827463172756,3.79269019073225,0.1064144071841738
6,212.8365024744769,212.8364338488622,212.8365024744769,7.847599703514611,0.10623182513171917
7,215.39617556267177,215.3962890051401,215.3962890051401,16.23776739188721,0.10584673202763173
8,220.68090672034998,220.6809105189427,220.6809105189427,33.59818286283781,0.10504991876924698
9,231.19679680342784,231.19689106432304,231.19689106432304,69.51927961775606,0.10345520322059153
10,250.71312524387923,250.71305846519084,250.71312524387923,143.8449888287663,0.10048200943514608
11,283.13033080817326,283.1305635535399,283.1305635535399,297.6351441631316,0.0956281100284518
12,331.1321649002265,331.1322053111529,331.1322053111529,615.8482110660261,0.08907843553896876
13,400.57521301431234,400.5750974726913,400.57521301431234,1274.2749857031322,0.08134315815110686
14,479.36309615673713,479.36289819975184,479.36309615673713,2636.6508987303555,0.07318785514235673
15,526.8280324074294,526.8286696364837,526.8286696364837,5455.594781168515,0.06724649977957857
16,550.0402558780238,550.0406018208922,550.0406018208922,11288.378916846883,0.06313572945261205
17,561.185882944703,561.1861737166071,561.1861737166071,23357.21469090121,0.06028044985388816
18,566.4988455032322,566.4993753284914,566.4993753284914,48329.30238571752,0.05705294620650211
19,569.0229550015981,569.0226300991485,569.0229550015981,100000.0,0.057037345420034774
