,APD,drug concentration
0,301.6858932555865,0.1
1,302.1444972799275,0.16237767391887217
2,302.8651388712546,0.26366508987303583
3,303.98090059335334,0.42813323987193935
4,305.66989829910005,0.6951927961775606
5,308.1407830417592,1.1288378916846888
6,311.5804547523971,1.8329807108324356
7,316.05358165769366,2.9763514416313175
8,321.3831470373178,4.832930238571752
9,327.1110694067071,7.847599703514611
10,332.6248741303035,12.742749857031335
11,337.3972690913412,20.6913808111479
12,341.16204013478074,33.59818286283781
13,343.9192838788092,54.555947811685144
14,345.8306999638699,88.58667904100822
15,347.10553125687585,143.8449888287663
16,347.9342397597536,233.57214690901213
17,348.4633653102612,379.2690190732246
18,348.79755210939027,615.8482110660261
19,349.0076165297483,1000.0
