,pulse 0,pulse 1,APD,drug concentration,qNet
0,301.4869671402474,301.4868370050928,301.4869671402474,0.1,0.23457032528122473
1,301.8352940898935,301.8352952907685,301.8352952907685,0.16237767391887217,0.23428302062598422
2,302.3896093323065,302.3897561553272,302.3897561553272,0.26366508987303583,0.23382414101576868
3,303.2618607159482,303.26173080805086,303.2618607159482,0.42813323987193935,0.23310338194297658
4,304.6079957163117,304.6080274682485,304.6080274682485,0.6951927961775606,0.23199470532197516
5,306.6281062663885,306.62787907347325,306.6281062663885,1.1288378916846888,0.23033927517566372
6,309.532807375682,309.5327451280554,309.532807375682,1.8329807108324356,0.22797713039230919
7,313.4683251914145,313.4683852034961,313.4683852034961,2.9763514416313175,0.22481480197826248
8,318.3968528377913,318.3968523167625,318.3968528377913,4.832930238571752,0.22092193187133435
9,324.005944461533,324.00593772693327,324.005944461533,7.847599703514611,0.21659222129212105
10,329.74152855734303,329.7414064731235,329.74152855734303,12.742749857031335,0.2122831728656668
11,334.99778743441834,334.99768180004986,334.99778743441834,20.6913808111479,0.20844788528331712
12,339.3484514679185,339.348405228869,339.3484514679185,33.59818286283781,0.20535855027422298
13,342.6523104405768,342.65208308769394,342.6523104405768,54.555947811685144,0.2030655092546777
14,344.99778869344965,344.99781597017574,344.99781597017574,88.58667904100822,0.20146570893937282
15,346.5845248088603,346.5847047319908,346.5847047319908,143.8449888287663,0.20039689471565172
16,347.6230229375091,347.6228294331923,347.6230229375091,233.57214690901213,0.19970415956705406
17,348.2874630480988,348.2873932763417,348.2874630480988,379.2690190732246,0.19926259785877184
18,348.70685657073324,348.7066297455174,348.70685657073324,615.8482110660261,0.19898424266398318
19,348.96884411972616,348.9688896731599,348.9688896731599,1000.0,0.198811098322627
