,APD,drug concentration
0,319.81277374123215,5.483933243568516
1,331.11863620316177,14.380645406353167
2,340.2298501468879,37.71070116281335
3,345.4166778161575,98.88965620990153
4,347.7926941083078,259.320711971849
5,348.7708776583661,680.0232312959253
6,349.1546034573447,1783.2442567860273
7,349.29510196742586,4676.267374769349
8,349.33713662142924,12262.85377589556
9,349.3490191516349,32158.33116799151
10,349.3525312395279,84337.55274660117
11,349.3539383717369,221215.45458219422
12,349.35437302684227,580477.8668052685
13,349.35461537229753,1524815.856235449
14,349.3547430377168,4016654.9315958912
15,349.35471689429994,10659450.681855628
16,349.3547409180436,28861268.639476493
17,349.3548253528587,82736324.77833676
18,349.35473549124634,287114857.6900154
19,349.3547709250973,4945727436.687763
