,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,RMSE,ME,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22
0,0.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0283952387171342,0.1712875988367965,-199.5,9.996,1.7900000000000005e-05,1.0,1.0,0.0031622776601683,0.0051348329074374,0.0083378222347177,0.0135387618002251,0.0219839264886224,0.03569698846826,0.0579639395338487,0.0941204967268052,0.1528306732658747,0.2481628922836794,0.4029611320200355,0.6543189129712902,1.0624678308940323,1.7252105499420285,2.80135676119885,4.548777947003754,7.386199822079336,11.993539462092318,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,200.6440289666773,201.44437739571305,202.73981540019184,204.8308327554845,208.19348976543228,213.56201710458947,222.0227018498527,235.04041913641328,254.22040708054783,280.498831966094,313.0353118944418,351.25553824635625,392.7031457753619,430.2721381504298,461.6458057666624,485.3051601901715,501.78212025073753,512.682202535193,519.677170100626,524.0920950449791,529.0204052265066,530.5998636129124,531.0993391350909,531.2574535355266,531.307728268625,531.3237560374013,531.3296501628079,531.3313969772607,531.3299786787239,531.3307482617352,201.6234538127452,203.0760116612189,205.44664827958977,209.293509723892,215.4784939462509,225.27563689240623,240.4313914683125,263.04397882202386,295.114535532256,338.78992255904006,400.9556256381178,480.4243873022664,572.2062234984118,850.8589037870614,984.057264094007,,,,,,,,,,,,,,,,184.90669567259,-100.93114171755676,,,,,,,,,,,,,
0,1.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.027530031630234,0.1673521148561933,-199.5,9.996,2.9767075490254447e-05,1.0,1.0,0.0031622776601683,0.0051348329074374,0.0083378222347177,0.0135387618002251,0.0219839264886224,0.03569698846826,0.0579639395338487,0.0941204967268052,0.1528306732658747,0.2481628922836794,0.4029611320200355,0.6543189129712902,1.0624678308940323,1.7252105499420285,2.80135676119885,4.548777947003754,7.386199822079336,11.993539462092318,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,200.6432452115729,201.443185070896,202.73761682327049,204.8267789976153,208.18553978117623,213.5464843900584,221.99028505127347,234.9749306884824,254.0942350031301,280.28146939176304,312.7106361410539,350.7244015512813,392.13589681694106,429.6788726266152,461.0665208914302,484.7626840786141,501.2777549963535,512.2103673101526,519.2276568225496,523.6565129237231,528.6016701877049,530.185173608036,530.6873782436361,530.8471162803824,530.8977150248314,530.9136239789548,530.9176710147132,530.9196715484237,530.9211274916466,530.9201764612227,201.68775955773776,203.17991944061973,205.6134114482474,209.55880227584544,215.8957704998584,225.91954982245693,241.39628255335083,264.4281911478123,296.9910331827727,341.40643648145334,404.340923678216,484.6396251918093,576.4524410037845,852.2821696749052,981.897889131327,,,,,,,,,,,,,,,,185.69305140195056,-102.4433404435758,,,,,,,,,,,,,
0,2.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.017302033274948,0.1693573246999773,-199.5,9.996,4.950160800237468e-05,1.0,1.0,0.0031622776601683,0.0051348329074374,0.0083378222347177,0.0135387618002251,0.0219839264886224,0.03569698846826,0.0579639395338487,0.0941204967268052,0.1528306732658747,0.2481628922836794,0.4029611320200355,0.6543189129712902,1.0624678308940323,1.7252105499420285,2.80135676119885,4.548777947003754,7.386199822079336,11.993539462092318,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,200.64259219064635,201.4420065734033,202.73565868935523,204.82316029113977,208.17848477121248,213.5321332447253,221.96131489312376,234.91591138307143,253.98247434776823,280.0947975864671,312.4456387451007,350.28392696421065,391.7134094068418,429.26945263392895,460.69344418881326,484.4374521257485,500.99525846065615,511.95690771355135,518.994504528306,523.4362807683058,528.3949995018991,529.9831285451105,530.4876082158426,530.6479662646677,530.6973344304129,530.7136875935868,530.7189687438887,530.7189391251337,530.7196884395934,530.7202944564367,201.79932526480064,203.34257533213489,205.8460916345309,209.8836482494538,216.33287736917487,226.4778885742462,242.054100349257,265.10807827525207,297.547513448209,341.661968831576,403.9700736201002,483.2834632835505,574.1538290160181,851.1619197305791,983.9851212560828,,,,,,,,,,,,,,,,185.91316521940377,-102.65960455501052,,,,,,,,,,,,,
0,3.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,0.9845125388715498,0.1888975460892764,-199.5,9.996,8.231944705562404e-05,1.0,1.0,0.0031622776601683,0.0054555947811683,0.0094120496726804,0.0162377673918868,0.0280135676119881,0.0483293023857166,0.0833782223471775,0.1438449888287641,0.248162892283679,0.4281332398719338,0.7386199822079276,1.2742749857031204,2.198392648862271,3.792690190732223,6.543189129712928,11.288378916846836,19.47483039908749,33.59818286283774,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,200.64215520424835,201.5711038871076,203.16645413428373,205.8970439627851,210.5409445565036,218.3413033190328,231.1338742076585,251.1625396360368,280.0064401048338,316.73559925381187,360.8272536819152,406.3557936841899,446.02922166064553,476.67934344132607,497.7602036591592,511.18203827018,519.365435426036,524.2410755282024,527.1096835751497,528.7890902988668,530.3806685217621,530.8848090235962,531.0439230801228,531.0973936068091,531.1108215429299,531.1173715686148,531.1189033297413,531.1200992212782,531.1190861219816,531.1193694901465,202.00056580892064,203.8603365202445,207.00568954897267,212.2812760802504,221.00987623894488,235.1252271537415,257.1302627216256,289.61470964775367,335.00531286526893,401.19093187133,487.5946558422231,586.6057894423519,860.817605343962,,,,,,,949.4378845266062,,,,,,,,,,,171.19760720865662,-99.10580757287688,100.0,,,,,,,,,,,,
0,4.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,0.9496335581719684,0.223942349187622,-199.5,9.996,0.0001368943684257,1.0,1.0,0.0031622776601683,0.0054555947811683,0.0094120496726804,0.0162377673918868,0.0280135676119881,0.0483293023857166,0.0833782223471775,0.1438449888287641,0.248162892283679,0.4281332398719338,0.7386199822079276,1.2742749857031204,2.198392648862271,3.792690190732223,6.543189129712928,11.288378916846836,19.47483039908749,33.59818286283774,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,200.6423344959128,201.57127556213584,203.1668409752096,205.897892667486,210.54219421536865,218.34380403394977,231.14150330929425,251.18899193692124,280.09458154774734,316.9716903587946,361.2277389438818,407.1427831353064,447.1301129394415,478.0020202997366,499.20721663451184,512.6910978927751,520.9016855575953,525.7890549477797,528.6653303077271,530.3448739196035,531.9423515023699,532.4489606879856,532.608721167644,532.6576452091227,532.6752172223248,532.6783972365001,532.6813770606512,532.6802466473139,532.6803471165421,532.682549265684,202.08211928249747,203.9121284267253,206.94983709549464,211.95355323164324,220.09293748522748,233.0655144188833,253.0795162966488,282.4977401996349,323.3290496906605,382.1840086357806,459.6334455152672,553.8086290831368,848.5714203398649,926.5104092857956,,,,,,,,,,,,,,,,,169.33890609924666,-92.47189604043388,100.0,,,,,,,,,,,,
0,5.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,0.9195824381747164,0.2772386069621279,-199.5,9.996,0.00022765055861,1.0,1.0,0.0031622776601683,0.0054555947811683,0.0094120496726804,0.0162377673918868,0.0280135676119881,0.0483293023857166,0.0833782223471775,0.1438449888287641,0.248162892283679,0.4281332398719338,0.7386199822079276,1.2742749857031204,2.198392648862271,3.792690190732223,6.543189129712928,11.288378916846836,19.47483039908749,33.59818286283774,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,200.6434934149679,201.5733670800448,203.1705848365324,205.90511954196552,210.5563509581044,218.3745802532492,231.2112479812944,251.3532092732453,280.46949004897715,317.743460181889,362.5202372050557,409.2454683721916,449.9059520010134,481.23796826713226,502.6871871912458,516.2795211865068,524.5381434162628,529.4526894102984,532.3375422002165,534.0244629326434,535.6262088070496,536.1368981882868,536.2952144456502,536.3476093588725,536.3612053562806,536.3675853810635,536.3691434697366,536.3700699705689,536.371144524837,536.3692421039442,201.9746132175008,203.66278813418472,206.42206295342817,210.9015130783241,218.0964616768565,229.45156350585432,246.88588430955912,272.5675288512612,308.3912336765451,358.59044696443954,426.5662189919244,512.7697393346529,607.3840243717185,869.0260806122535,,,,,,,,,,,,,,,,,117.523005023622,-60.62711644734569,100.0,,,,,,,,,,,,
0,6.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,0.9084813924512728,0.3237621100144086,-199.5,9.996,0.0003785749365108,1.0,1.0,0.0031622776601683,0.0054555947811683,0.0094120496726804,0.0162377673918868,0.0280135676119881,0.0483293023857166,0.0833782223471775,0.1438449888287641,0.248162892283679,0.4281332398719338,0.7386199822079276,1.2742749857031204,2.198392648862271,3.792690190732223,6.543189129712928,11.288378916846836,19.47483039908749,33.59818286283774,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,200.64679133485728,201.5791775218555,203.18148728927903,205.92507679204547,210.5962310635523,218.45740232809447,231.39211229314537,251.75664639094128,281.3377105663203,319.4387076413756,365.37466501635134,413.66100060769895,455.6364023108383,487.8262352223448,509.6933732381796,523.4608067725777,531.799837747537,536.7527459240935,539.6672919881925,541.3696121581261,542.9847819774551,543.4983330260204,543.6596353466773,543.7139837146407,543.7284413807838,543.7354380547721,543.7358498561844,543.7354326699498,543.7343766590643,543.7365104577823,201.7475566054636,203.26714937484613,205.73843584837869,209.7338420614077,216.13186485844,226.2225165988684,241.75546151380064,264.8028456755758,297.3032664549016,341.56401403186794,404.1686204264295,483.9452555871717,575.2529534813269,851.6707174347692,942.3096327330308,,,,,,,,,,,,,,,,150.87095552992972,-73.94074087129326,100.0,,,,,,,,,,,,
0,7.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,0.9098960681061076,0.3376494584238139,-199.5,9.996,0.0006295569113874,1.0,1.0,0.0031622776601683,0.0054555947811683,0.0094120496726804,0.0162377673918868,0.0280135676119881,0.0483293023857166,0.0833782223471775,0.1438449888287641,0.248162892283679,0.4281332398719338,0.7386199822079276,1.2742749857031204,2.198392648862271,3.792690190732223,6.543189129712928,11.288378916846836,19.47483039908749,33.59818286283774,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,200.65508994952785,201.5941199879477,203.2080137230376,205.97450806527948,210.69087977392093,218.647665796206,231.79244528600657,252.61731959706265,283.1239220480297,322.8246134341816,371.0895706132984,422.1014975476051,466.212371396781,499.5325311008188,521.7740144631972,535.670823790113,544.1066463746938,549.1432660655365,552.1211463693377,553.8684895219237,555.5287853578324,556.0544157566999,556.223894691927,556.2760890432087,556.2943642229184,556.2956875607829,556.3001613552212,556.3031554620358,556.3026195616511,556.3023227840868,201.6312744804229,203.08033078429108,205.4399691002033,209.2600041783992,215.38913138554423,225.0795525954728,240.0474230943808,262.3588056183779,293.99639557863026,336.9861175515332,398.2243706046,476.5418649283336,567.7670252907689,849.6145253423357,945.6002785069292,,,,,,,,,,,,,,,,145.31888709005398,-67.94523375048817,100.0,,,,,,,,,,,,
0,8.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,0.9153881550860822,0.3211027060663612,-199.5,9.996,0.0010469311791442,1.0,1.0,0.0031622776601683,0.0054555947811683,0.0094120496726804,0.0162377673918868,0.0280135676119881,0.0483293023857166,0.0833782223471775,0.1438449888287641,0.248162892283679,0.4281332398719338,0.7386199822079276,1.2742749857031204,2.198392648862271,3.792690190732223,6.543189129712928,11.288378916846836,19.47483039908749,33.59818286283774,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,200.6755623415129,201.6300910840908,203.2723442934392,206.0911121427739,210.9097210848765,219.0738711285897,232.65607361720123,254.3984804275877,286.67324928379514,329.28133010065216,381.670520414904,436.1949344917411,482.2342188405057,515.8062209250439,537.8458925822908,551.7254273995088,560.2469439228656,565.3750507744891,568.4115413130751,570.1942989793158,571.8950676735977,572.4379162277502,572.606108858752,572.6643335427066,572.6815820168869,572.6852012115104,572.6875775847029,572.6886430440509,572.6843777296674,572.6892665843943,201.6737065781092,203.16104859601435,205.5893424621545,209.5308977227566,215.8688334785228,225.9047602136993,241.4160969982952,264.51758861701336,297.1985026706917,341.82469794253853,405.04226989586806,485.7226324735801,577.7606690564216,852.8681050756461,,,,,,,,,,,,,,,,,94.97153481237238,-40.5365301146141,100.0,,,,,,,,,,,,
