,drug,deltaRMSD_min,deltaRMSD_max,deltaRMSD_mean,deltaRMSD_ratio_min,deltaRMSD_ratio_max,deltaRMSD_ratio_mean
0,dofetilide,0.017641542121189735,1.5189241273833098,0.4595107959407005,[0.01218211],[1.04887134],[0.31730861]
0,bepridil,2.5860548049271674,3.9352930653608684,3.328166507472118,[0.31559043],[0.48024537],[0.40615439]
0,terfenadine,1.9352749159734106,2.914792300790811,2.554628895554779,[0.26415897],[0.39786002],[0.34869885]
0,cisapride,5.888351527388611,7.241779946996644,6.577299722238889,[0.40086085],[0.4929981],[0.44776233]
0,verapamil,2.414929391302161,3.502039580595067,2.9970794277771864,[0.30155319],[0.43730107],[0.3742465]
0,ranolazine,0.38411055880864664,0.5978295064807964,0.4972826404503266,[0.2480908],[0.38612842],[0.32118682]
0,quinidine,0.8131658718473305,1.0133517562843526,0.9240900979571327,[0.31653969],[0.39446571],[0.35971898]
0,sotalol,0.6891516122075259,0.8037035333247071,0.748750207857955,[0.3118343],[0.36366791],[0.33880207]
0,chlorpromazine,0.8205882836075746,1.0756511750868332,0.9649322766257828,[0.29273491],[0.3837255],[0.34422788]
0,ondansetron,0.5363952350589329,0.7202488818046602,0.6462794179546926,[0.25027256],[0.33605544],[0.30154259]
0,diltiazem,0.3720830805184958,0.5667168589570197,0.5076652810958121,[0.18646419],[0.28400216],[0.2544093]
0,mexiletine,2.4318249051742233,3.098472669505644,2.7935134769863468,[0.3550201],[0.45234346],[0.40782272]
