,pulse 0,pulse 1,APD,drug concentration,qNet
0,300.92404899675836,300.92397118871105,300.92404899675836,0.1,0.23504010800721803
1,300.9319995439665,300.9316216827854,300.9319995439665,0.20691380811147897,0.23503687132882797
2,300.94836475660964,300.9483772852236,300.9483772852236,0.42813323987193935,0.23502849334511763
3,300.98401054346766,300.98372644068917,300.98401054346766,0.8858667904100825,0.2350117765379282
4,301.0591451709372,301.0591541247368,301.0591541247368,1.8329807108324356,0.2349764967639797
5,301.2197658825833,301.21971819208386,301.2197658825833,3.79269019073225,0.23490154596478696
6,301.559289244807,301.5589579321646,301.559289244807,7.847599703514611,0.23473975881307516
7,302.2697618004433,302.2696632258372,302.2697618004433,16.23776739188721,0.23440025403758305
8,303.7260426554756,303.72600694235643,303.7260426554756,33.59818286283781,0.23369539066656017
9,306.5824372288282,306.5822938879072,306.5824372288282,69.51927961775606,0.23227338321538119
10,311.7255990157799,311.72549957954897,311.7255990157799,143.8449888287663,0.22957222623423867
11,319.6798114373261,319.67977512770227,319.6798114373261,297.6351441631316,0.22500005535327444
12,329.4293682878317,329.42924815072854,329.4293682878317,615.8482110660261,0.2186145240637571
13,338.3569316994363,338.3568855619499,338.3569316994363,1274.2749857031322,0.2117341766578982
14,344.340590985302,344.3404455585117,344.340590985302,2636.6508987303555,0.20603252801030414
15,347.30419330096964,347.3042079965049,347.3042079965049,5455.594781168515,0.20225080339046858
16,348.5152809591238,348.51514964568963,348.5152809591238,11288.378916846883,0.2002037429079376
17,348.9937653162337,348.99346490136537,348.9937653162337,23357.21469090121,0.19925132116577887
18,349.1923143042668,349.19214517147395,349.1923143042668,48329.30238571752,0.19883852233284857
19,349.2792853028367,349.2791573863146,349.2792853028367,100000.0,0.19866142051498994
