,APD,drug concentration
0,300.92687356158484,0.10134053710514009
1,300.9396456787719,0.25536889945237506
2,300.96903492356165,0.643506323485879
3,301.0361284268538,1.6215773206727757
4,301.1900101478447,4.086227853571672
5,301.5397011463822,10.296928460824397
6,302.32460817319884,25.947369054434034
7,304.03368291665953,65.38533005098581
8,307.5239399131132,164.76724200028204
9,313.80422252899234,415.21282592386785
10,322.9061239810896,1046.393736067061
11,332.68827630461413,2637.4468254374983
12,340.34219210846254,6650.292738146485
13,344.97348930037896,16785.73161906322
14,347.3521815973655,42481.99985234997
15,348.47137047411803,108282.83476241292
16,348.97700653142687,281361.47725739016
17,349.2015821277479,772227.116625151
18,349.3022212822992,2545512.0592520717
19,349.35020333934585,38982267.67032044
