,pulse 0,pulse 1,APD,drug concentration,qNet
0,300.9330410612881,300.9330900350947,300.9330900350947,0.1,0.2350317104436481
1,300.95009010184646,300.95016825404133,300.95016825404133,0.20691380811147897,0.23501893476069813
2,300.9853265799922,300.9850170218093,300.9853265799922,0.42813323987193935,0.23499176915453354
3,301.0579379271623,301.0578746935735,301.0579379271623,0.8858667904100825,0.23493707415075107
4,301.2074547460369,301.20718554273964,301.2074547460369,1.8329807108324356,0.23482407460867227
5,301.51404759210703,301.51391946840454,301.51404759210703,3.79269019073225,0.2345919330619831
6,302.1359191216914,302.1358941103503,302.1359191216914,7.847599703514611,0.2341211121331157
7,303.3723077990023,303.3719196745226,303.3723077990023,16.23776739188721,0.23318400684748627
8,305.73343370578243,305.733286137839,305.73343370578243,33.59818286283781,0.23139309643343986
9,309.91750088289,309.9175717474503,309.9175717474503,69.51927961775606,0.22821252554804408
10,316.4371740320795,316.43699554630666,316.4371740320795,143.8449888287663,0.22325100664418399
11,324.8099710519732,324.80981433668967,324.8099710519732,297.6351441631316,0.21688652213367984
12,333.2598804518702,333.25974933927023,333.2598804518702,615.8482110660261,0.21049881426852732
13,339.9491398087676,339.94914247544773,339.94914247544773,1274.2749857031322,0.20548357824433672
14,344.29621463808536,344.29608333075646,344.29621463808536,2636.6508987303555,0.20225086177229518
15,346.76884121845023,346.76863662743057,346.76884121845023,5455.594781168515,0.20042274639377083
16,348.0690634985489,348.06897899563404,348.0690634985489,11288.378916846883,0.19946414311401042
17,348.72466437530346,348.7244838207787,348.72466437530346,23357.21469090121,0.1989821359155444
18,349.0482240079073,349.0480393885551,349.0482240079073,48329.30238571752,0.19874429968051924
19,349.2060505640931,349.2060196034547,349.2060505640931,100000.0,0.19862840579958563
