,APD,drug concentration
0,289.3690151251129,0.10134053710514009
1,289.37979346505927,0.25536889945237506
2,289.40799722432297,0.643506323485879
3,289.4812624782825,1.6215773206727757
4,289.6715900733231,4.086227853571672
5,290.16601258638974,10.296928460824397
6,291.42695097313526,25.947369054434034
7,294.4898956050846,65.38533005098581
8,301.16305327706874,164.76724200028204
9,312.65416902209694,415.21282592386785
10,326.09528121215686,1046.393736067061
11,336.0906185217003,2637.4468254374983
12,340.9372996278105,6650.292738146485
13,342.7084821404892,16785.73161906322
14,343.3240302272972,42481.99985234997
15,343.54503854925895,108282.83476241292
16,343.62477001420297,281361.47725739016
17,343.6562115237225,772227.116625151
18,343.667208200201,2545512.0592520717
19,343.67290557966044,38982267.67032044
