,APD,drug concentration
0,289.36932672910575,0.1
1,289.37759123094725,0.20691380811147897
2,289.3921737739775,0.42813323987193935
3,289.42585021317575,0.8858667904100825
4,289.49711984050447,1.8329807108324356
5,289.6489482040995,3.79269019073225
6,289.9703795135526,7.847599703514611
7,290.6448493455475,16.23776739188721
8,292.0361341745078,33.59818286283781
9,294.797553812317,69.51927961775606
10,299.88104013274545,143.8449888287663
11,308.02335097149574,297.6351441631316
12,318.48628014540344,615.8482110660261
13,328.65330686877144,1274.2749857031322
14,336.0883513426455,2636.6508987303555
15,340.2507146053084,5455.594781168515
16,342.16971254795,11288.378916846883
17,343.0054613912003,23357.21469090121
18,343.36898443108555,48329.30238571752
19,343.5328713814069,100000.0
