,APD,drug concentration
0,289.37714650961635,0.1
1,289.3924758943727,0.20691380811147897
2,289.4239113859383,0.42813323987193935
3,289.490001044413,0.8858667904100825
4,289.6259162399526,1.8329807108324356
5,289.90376980977516,3.79269019073225
6,290.47014860856194,7.847599703514611
7,291.6045249459688,16.23776739188721
8,293.8024722216251,33.59818286283781
9,297.80237069725354,69.51927961775606
10,304.316038301414,143.8449888287663
11,313.23038561784006,297.6351441631316
12,322.92504489915154,615.8482110660261
13,331.1569633122102,1274.2749857031322
14,336.79790429524445,2636.6508987303555
15,340.11519536292786,5455.594781168515
16,341.892679805744,11288.378916846883
17,342.7984721170438,23357.21469090121
18,343.2486709651854,48329.30238571752
19,343.4674250634172,100000.0
