,pulse 0,pulse 1,APD,drug concentration,qNet
0,289.3712277441542,289.37097479398784,289.3712277441542,0.1,0.4916486071796771
1,289.379755452499,289.3793097489015,289.379755452499,0.20691380811147897,0.4916382658452999
2,289.39501285635316,289.39498400419905,289.39501285635316,0.42813323987193935,0.4916175665379657
3,289.42476837471116,289.42498923455554,289.42498923455554,0.8858667904100825,0.49158033002732826
4,289.48290134020493,289.4842237025813,289.4842237025813,1.8329807108324356,0.49150681038029287
5,289.5934398355015,289.59340843196594,289.5934398355015,3.79269019073225,0.4913657156682522
6,289.8054515467243,289.80589167284205,289.80589167284205,7.847599703514611,0.4910956675642229
7,290.20877264418124,290.2096656028006,290.2096656028006,16.23776739188721,0.490582247174219
8,290.9680222142866,290.9683019996575,290.9683019996575,33.59818286283781,0.4896150426398672
9,292.36914371626796,292.36915339557504,292.36915339557504,69.51927961775606,0.4878243142161258
10,294.86416581392217,294.86417077293373,294.86417077293373,143.8449888287663,0.4846194814504885
11,299.0337627048571,299.03425498916175,299.03425498916175,297.6351441631316,0.4792192155456956
12,305.3242123059016,305.32439674016047,305.32439674016047,615.8482110660261,0.47096049033938947
13,313.4864898623494,313.4860962657999,313.4864898623494,1274.2749857031322,0.4600310915857841
14,322.24106242438694,322.24138259235747,322.24138259235747,2636.6508987303555,0.44801452795227925
15,329.9106878931557,329.91091083940927,329.91091083940927,5455.594781168515,0.4372214127517093
16,335.5204914291202,335.5203594374559,335.5204914291202,11288.378916846883,0.42915516838224127
17,339.1042585614362,339.1043757854299,339.1043757854299,23357.21469090121,0.42392248976126146
18,341.1985854553879,341.198449226874,341.1985854553879,48329.30238571752,0.4208354142600939
19,342.35950321706304,342.35918680903205,342.35950321706304,100000.0,0.41911401088046435
