,pulse 1,drug concentration
0,264.7110525841987,0.1
1,264.7233076762021,0.20691380811147897
2,264.7502783973058,0.42813323987193935
3,264.80609707259646,0.8858667904100825
4,264.9274774124533,1.8329807108324356
5,265.18356911356307,3.79269019073225
6,265.72887636900396,7.847599703514611
7,266.88475228923915,16.23776739188721
8,269.31690251273346,33.59818286283781
9,274.3564032958707,69.51927961775606
10,284.45826936324846,143.8449888287663
11,303.4661368206068,297.6351441631316
12,335.64628927678837,615.8482110660261
13,384.1990522039896,1274.2749857031322
14,451.6095778871977,2636.6508987303555
15,513.4030276448646,5455.594781168515
16,545.084574783887,11288.378916846883
17,559.2227141167053,23357.21469090121
18,565.6453003691914,48329.30238571752
19,568.6142933429794,100000.0
