,APD,drug concentration
0,266.96276156408373,0.1
1,268.5114912820687,0.16237767391887217
2,270.97405422419484,0.26366508987303583
3,274.8588196664589,0.42813323987193935
4,280.91124520971346,0.6951927961775606
5,290.1618729896858,1.1288378916846888
6,303.9055575690135,1.8329807108324356
7,323.5238669040399,2.9763514416313175
8,350.0888213331531,4.832930238571752
9,383.8696113349599,7.847599703514611
10,424.07982337140163,12.742749857031335
11,469.0874403941874,20.6913808111479
12,516.9043894660155,33.59818286283781
13,565.6645919643485,54.555947811685144
14,613.8609472430306,88.58667904100822
15,660.1641208180832,143.8449888287663
16,702.7438159379902,233.57214690901213
17,,379.2690190732246
18,,615.8482110660261
19,,1000.0
