,APD,drug concentration
0,290.03631270205256,0.1
1,290.44867140460065,0.16237767391887217
2,291.1053476876224,0.26366508987303583
3,292.13922501214233,0.42813323987193935
4,293.7359995130841,0.6951927961775606
5,296.1311887038346,1.1288378916846888
6,299.5697291753591,1.8329807108324356
7,304.20058180349963,2.9763514416313175
8,309.93126441145574,4.832930238571752
9,316.34046983360145,7.847599703514611
10,322.7627546654967,12.742749857031335
11,328.52734162932023,20.6913808111479
12,333.2074940569983,33.59818286283781
13,336.70410659477744,54.555947811685144
14,339.1563493090962,88.58667904100822
15,340.8002676613968,143.8449888287663
16,341.8700666240097,233.57214690901213
17,342.5523597770937,379.2690190732246
18,342.9807372143932,615.8482110660261
19,343.24991741904796,1000.0
