,APD,drug concentration
0,290.06000220015704,0.1
1,290.4778029419905,0.16237767391887217
2,291.1377859765532,0.26366508987303583
3,292.1671810260698,0.42813323987193935
4,293.74319663552467,0.6951927961775606
5,296.08674076742113,1.1288378916846888
6,299.43028621918364,1.8329807108324356
7,303.92244556085745,2.9763514416313175
8,309.5030343246455,4.832930238571752
9,315.79662670653687,7.847599703514611
10,322.1695779097191,12.742749857031335
11,327.95452592294185,20.6913808111479
12,332.7052539243138,33.59818286283781
13,336.2976574148633,54.555947811685144
14,338.84693309172917,88.58667904100822
15,340.573135981587,143.8449888287663
16,341.70679422675227,233.57214690901213
17,342.4366780767547,379.2690190732246
18,342.89951219262383,615.8482110660261
19,343.19125587190325,1000.0
