,APD,drug concentration
0,311.0977824678311,5.483933243568516
1,323.6906581001334,14.380645406353167
2,333.66620404277427,37.71070116281335
3,339.3020618356568,98.88965620990153
4,341.89324694847267,259.320711971849
5,342.97096029761786,680.0232312959253
6,343.40031024478765,1783.2442567860273
7,343.568636040031,4676.267374769349
8,343.6338231535086,12262.85377589556
9,343.6585715946079,32158.33116799151
10,343.6698508357649,84337.55274660117
11,343.67168569630195,221215.45458219422
12,343.6740873211489,580477.8668052685
13,343.67493969895787,1524815.856235449
14,343.6746825025136,4016654.9315958912
15,343.6751281076658,10659450.681855628
16,343.6749011973501,28861268.639476493
17,343.67440453587307,82736324.77833676
18,343.67500802629837,287114857.6900154
19,343.6751852808538,4945727436.687763
