,APD,drug concentration
0,311.560716111928,5.483933243568516
1,324.28491970965894,14.380645406353167
2,334.14589620078493,37.71070116281335
3,339.59137759931446,98.88965620990153
4,342.0445536760295,259.320711971849
5,343.0472907056894,680.0232312959253
6,343.44228325499967,1783.2442567860273
7,343.5964433612723,4676.267374769349
8,343.64931461221806,12262.85377589556
9,343.66554194883963,32158.33116799151
10,343.67151408485563,84337.55274660117
11,343.67322229542845,221215.45458219422
12,343.6757648212954,580477.8668052685
13,343.67607399224073,1524815.856235449
14,343.67494217194377,4016654.9315958912
15,343.6745087896321,10659450.681855628
16,343.67483438084236,28861268.639476493
17,343.6753273881033,82736324.77833676
18,343.6743087224915,287114857.6900154
19,343.6747213000821,4945727436.687763
