,drug,deltaRMSD_min,deltaRMSD_max,deltaRMSD_mean,deltaRMSD_ratio_min,deltaRMSD_ratio_max,deltaRMSD_ratio_mean
0,dofetilide,0.215262785558064,9.121597327339838,3.5444368081943383,0.011121191547593022,0.47125205982246354,0.1831173956523755
0,bepridil,0.04005295514354401,2.375703348668644,1.1628901170794896,0.0008543912627788574,0.05067741385829144,0.02480623844217765
0,terfenadine,2.3120340003401907e-05,4.386563993672489,1.5203472014867176,4.83455598634195e-07,0.09172481551725013,0.03179107081982505
0,cisapride,0.35849725789393005,15.3059157227338,5.927751924528775,0.0020544733268469915,0.08771502404246706,0.03397071511412665
0,verapamil,0.23289180122279873,2.3451412446909217,1.027388682087177,0.005138397200133422,0.051741912520609556,0.022667741413684085
0,ranolazine,0.002113376407194778,1.8695543998383286,0.7956316031739842,6.270952712326927e-05,0.055474676421086694,0.023608516414544582
0,quinidine,0.06327733000469493,0.7155999742616039,0.3699609763443926,0.004740893462857661,0.05361451312415098,0.02771838783547651
0,sotalol,0.0021615181774468084,0.6662826365035155,0.1556759004139173,0.00019407330804026215,0.059822617595917414,0.013977461439238269
0,chlorpromazine,0.0123388257933712,0.7920159755307452,0.2822925835169185,0.0007068372099839351,0.04537112135156431,0.01617130393715843
0,ondansetron,0.02391216371974636,0.5875704075698671,0.28502004443836404,0.001867063158095686,0.045877532188985944,0.02225438193408745
0,diltiazem,0.02133054029736492,0.9989299045600237,0.42529207300425237,0.0017834079085279097,0.08351872324947414,0.035557901293466566
0,mexiletine,1.51446605940464e-05,8.150951709399834,3.4152724378477175,1.3904409526554193e-07,0.0748344077405179,0.031355834173831386
