,APD,drug concentration
0,238.92177455952014,0.1
1,240.70862401568587,0.16237767391887217
2,243.5899438738415,0.26366508987303583
3,248.213357990543,0.42813323987193935
4,255.5655444664476,0.6951927961775606
5,267.0627636213561,1.1288378916846888
6,284.51337360109005,1.8329807108324356
7,309.7996466987764,2.9763514416313175
8,345.7236090340273,4.832930238571752
9,397.71947266309087,7.847599703514611
10,467.2144681100149,12.742749857031335
11,553.394300435645,20.6913808111479
12,851.7903708387591,33.59818286283781
13,899.5522705544928,54.555947811685144
14,,88.58667904100822
15,,143.8449888287663
16,,233.57214690901213
17,,379.2690190732246
18,,615.8482110660261
19,,1000.0
