,drug,deltaRMSD_min,deltaRMSD_max,deltaRMSD_mean,deltaRMSD_ratio_min,deltaRMSD_ratio_max,deltaRMSD_ratio_mean
0,dofetilide,0.26489779628779964,9.179346337288301,3.051831311661456,0.02516940033723131,0.8721803126904611,0.28997132147317406
0,bepridil,0.14186421859790244,24.833260007363698,9.314236982143237,0.0016621071180541798,0.2909510137980606,0.10912730313725957
0,terfenadine,0.06086924365631319,11.26199023064099,4.819357304581353,0.0007617601779004662,0.14094040218481685,0.060312799324935204
0,cisapride,0.16364627941109688,13.011486151990695,5.22535012099053,0.0026293319658573055,0.20905771023853117,0.08395656873690636
0,verapamil,0.23068237710450035,18.098717133763998,6.792871146770938,0.0028462040906506642,0.22330549645026784,0.08381176701870015
0,ranolazine,0.02143519101650071,3.0910208610102003,0.8347157504821691,0.0009497853625617655,0.1369619877378552,0.036985945266241334
0,quinidine,0.004388014596997891,4.111942820368796,1.2986905899748227,0.00012595960387433216,0.11803486003941535,0.03727940020538405
0,sotalol,0.03410240571029988,4.267628404781799,2.095897474888737,0.0011582184960031703,0.14494127465599613,0.07118287318977326
0,chlorpromazine,0.1761133158682,7.5972976123102995,3.388431096559413,0.0041949916085228444,0.18096643955613056,0.08071189816653287
0,ondansetron,0.029338509093101095,4.107630489153401,1.681781538551642,0.0008380770146310067,0.11733761544026396,0.04804137956084258
0,diltiazem,0.5071374135225,5.3159702259597985,1.9409511269806836,0.01559914251913815,0.1635150059354926,0.0597021092215477
0,mexiletine,2.6818094711656997,25.545824159,11.588646788028676,0.09631005067086294,0.9174102954125297,0.4161754111773792
