,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_Hill,peak_current
,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,Hill_coef,IC50,Vhalf,Kmax,Ku,n,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,ME,conc_19,conc_19
0,0,1.76751608567206E-07,5.58937663170901E-07,1.76751608567206E-06,5.58937663170901E-06,1.76751608567206E-05,5.58937663170901E-05,0.0001767516085672,0.0005589376631709,0.001767516085672,0.005589376631709,0.0176751608567205,0.0558937663170901,0.176751608567206,,,,,,1,0.999688022224161,0.998982938561218,0.996634502541791,0.988946182148033,0.964368836712855,0.891595236141985,0.715789968603047,0.436154863482212,0.189281440072006,0.0656383579174151,0.0205745735631441,0.004369940059244,0,,,,,,1.03291765435043,0.0003358965847876,-64.87,5770,0.01,1.043,1000000,1.76751608567206E-07,3.65723484184701E-07,7.56732388284547E-07,1.5657838018125E-06,3.23982289112294E-06,6.70364092008988E-06,1.38707587098773E-05,2.87005150605618E-05,5.93853286594171E-05,0.0001228764449887,0.0002542483315981,0.0005260749049696,0.0010885216193915,0.0022523015347998,0.0046603228758076,0.0096428515326238,0.0199523913166882,0.0412842526826636,0.0854228193760648,0.176751608567206,276.5,276.5,276.7,276.9,277.6,278.9,281.7,287.6,299.6,323.6,368.1,440.3,532.9,626.7,712.1,1000,1000,1000,1000,1000,276.4,276.5,276.6,276.8,277.3,278.4,280.6,285.2,294.5,312.3,344.2,394.4,462.8,543.2,627.8,1000,1000,1000,1000,1000,38.1504128418029,21.9133333333333,,
0,0,7.7183694421333E-07,2.44076272597844E-06,7.7183694421333E-06,2.44076272597844E-05,7.7183694421333E-05,0.0002440762725978,0.0007718369442133,0.0024407627259784,0.0077183694421333,0.0244076272597844,0.077183694421333,0.244076272597844,,,,,,,1,0.999769254501052,0.999120558773756,0.996635841335054,0.987180357172447,0.952548111257825,0.840506399412448,0.582597088319337,0.268391391317091,0.0864113418221774,0.0242316938778657,0.0045814572921619,0,,,,,,,1.1617218648924,0.000337342416161,-64.87,5770,0.01,1.1736,1000000,7.71836944213331E-07,1.50313935843046E-06,2.92733840716266E-06,5.70094190002278E-06,1.11024876617996E-05,2.16219064221509E-05,4.2108296047633E-05,8.20051923922222E-05,0.0001597037213683,0.000311020288775,0.000605706737457,0.001179603598356,0.0022972580016136,0.0044738709964372,0.0087127878883012,0.0169680066427891,0.033044905157891,0.0643543923503862,0.125329087646011,0.244076272597844,276.4,276.5,276.6,276.8,277.3,278.5,280.9,286.2,297.3,320,363.5,436,531.1,627.8,1000,1000,1000,1000,1000,1000,276.4,276.5,276.6,276.8,277.2,278.1,280,284.1,292.7,309.7,340.9,391.4,461.3,544.1,631.3,1000,1000,1000,1000,1000,32.1939324363192,17.0785714285714,,
0,0,1.43417835706366E-06,4.53527017923939E-06,1.43417835706366E-05,4.53527017923939E-05,0.0001434178357063,0.0004535270179239,0.0014341783570636,0.0045352701792393,0.0143417835706365,0.0453527017923939,0.143417835706366,0.453527017923939,,,,,,,1,0.999794357294962,0.9991839831383,0.996638116307788,0.986208072677713,0.945370416876079,0.808593890426594,0.509925082797026,0.201660956049,0.057931757549402,0.0143894627902003,0.0022227101021048,0,,,,,,,1.22449077817397,0.0003419717195241,-64.87,5770,0.01,1.2388,1000000,1.43417835706366E-06,2.79303802658568E-06,5.43939418659584E-06,1.05931279257737E-05,2.0629936975028E-05,4.01764523732537E-05,7.82429596006133E-05,0.0001523768368144,0.0002967513053711,0.000577918134281,0.0011254857649679,0.0021918644389338,0.0042686188206028,0.0083130627569593,0.0161895487288755,0.0315288715732614,0.0614019426563879,0.119579241940766,0.232878545604787,0.453527017923939,276.4,276.5,276.6,276.8,277.4,278.6,281.4,287.8,301.7,330.7,386.3,474.3,577.8,675.8,1000,1000,1000,1000,1000,1000,276.4,276.5,276.6,276.7,277.2,278.2,280.4,285.4,296,317.5,356.8,418.3,499.1,589.6,681.3,1000,1000,1000,1000,1000,35.7012204673334,19.5285714285714,,
0,0,2.50479972042612E-06,7.92087219909953E-06,2.50479972042612E-05,7.92087219909953E-05,0.0002504799720426,0.0007920872199099,0.0025047997204261,0.0079208721990995,0.0250479972042612,0.0792087219909953,0.250479972042612,,,,,,,,1,0.99983025512332,0.999238710824598,0.996634515000923,0.985141245195266,0.937097421580228,0.771719478528619,0.435881684991259,0.146922020276825,0.037449835952021,0.0068661858795175,0,,,,,,,,1.29152789088482,0.0003356593807534,-64.87,5770,0.01,1.304,1000000,2.50479972042612E-06,4.59124957203957E-06,8.41567190416619E-06,1.54257642690311E-05,2.82751283549822E-05,5.18277648709937E-05,9.49992932940903E-05,0.0001741318721507,0.0003191803627935,0.000585051448277,0.0010723880195363,0.0019656665543379,0.0036030288780299,0.006604282434001,0.0121055223104134,0.0221891888895396,0.0406723552235435,0.0745516425888801,0.136651722826291,0.250479972042612,276.4,276.5,276.5,276.7,277.1,278,279.9,284.1,293,311.7,348.5,413.3,505.2,604,695.4,1000,1000,1000,1000,1000,276.4,276.5,276.5,276.7,277,277.7,279.2,282.5,289.4,303.5,330.3,375.6,441.4,522.6,610.3,697.6,1000,1000,1000,1000,36.3082084383132,20.0466666666667,,
0,0,4.14838498298987E-06,1.31183451574868E-05,4.14838498298987E-05,0.0001311834515748,0.0004148384982989,0.0013118345157486,0.0041483849829898,0.0131183451574868,0.0414838498298986,0.131183451574868,0.414838498298987,,,,,,,,1,0.999855456990865,0.999282289956927,0.996637521921121,0.984020707002557,0.927792265186728,0.730672500782885,0.36518011637003,0.10626743529902,0.0247163018876972,0.0036753905775926,0,,,,,,,,1.35367161879818,0.0003413101787366,-64.87,5770,0.01,1.3692,1000000,4.14838498298987E-06,7.60390965492737E-06,1.39378197243944E-05,2.55477547058748E-05,4.6828541580947E-05,8.58358134342906E-05,0.0001573353903236,0.0002883927355945,0.000528618321489,0.000968947186682,0.0017760615030035,0.0032554864762575,0.0059672439153559,0.0109378429936797,0.0200488552255286,0.0367491649026661,0.0673605104057874,0.123470516245636,0.226319074634773,0.414838498298987,276.4,276.5,276.5,276.7,277.1,278.1,280.2,285.1,295.9,319.1,365.2,444,546.1,647.3,1000,1000,1000,1000,1000,1000,276.4,276.4,276.5,276.7,277,277.8,279.5,283.3,291.7,309,342.1,396.8,472.9,562,654.4,1000,1000,1000,1000,1000,33.2944332541386,17.5785714285714,,
0,0,6.56245546584671E-06,2.07523063154969E-05,6.56245546584671E-05,0.0002075230631549,0.0006562455465846,0.0020752306315496,0.0065624554658467,0.0207523063154969,0.0656245546584671,0.207523063154969,0.656245546584671,,,,,,,,1,0.999863945316388,0.999347357700044,0.996638278269677,0.982805407964451,0.917197257848431,0.68502444212458,0.299461065131058,0.0762410559025207,0.0158393449330022,0.0020319002947792,0,,,,,,,,1.41631281592716,0.0003451056326814,-64.87,5770,0.01,1.4344,1000000,6.56245546584671E-06,1.20288542845939E-05,2.20486578770747E-05,4.04147645884217E-05,7.40794839234106E-05,0.0001357862651,0.0002488936047243,0.0004562171765092,0.0008362372844919,0.0015328068121525,0.0028096053201082,0.0051499523568106,0.0094397633317399,0.0173029041019026,0.031715889460171,0.0581346136073872,0.106559625374038,0.195321737864142,0.358020977911241,0.656245546584671,276.4,276.5,276.5,276.7,277.1,278.2,280.6,286.3,299.3,327.9,385,477.7,586.6,688.5,1000,1000,1000,1000,1000,1000,276.4,276.4,276.5,276.7,277,277.8,279.8,284.2,294.2,315.5,355.8,420.6,506.4,602.1,697.9,1000,1000,1000,1000,1000,36.0506092676869,19.5642857142857,,
0,0,3.48856435468888E-09,1.10318091248924E-08,3.48856435468888E-08,1.10318091248924E-07,3.48856435468888E-07,1.10318091248924E-06,3.48856435468888E-06,1.10318091248924E-05,3.48856435468888E-05,0.0001103180912489,0.0003488564354688,0.0011031809124892,0.0034885643546888,0.0110318091248923,0.0348856435468888,,,,1,0.999466624699187,0.998655478721155,0.996626557396881,0.991544269657736,0.978994383161975,0.948851793955552,0.88107335810004,0.748228477857123,0.544376046418984,0.322975178261843,0.157349532695003,0.0675624278977785,0.0267703890979865,0.0080022592799803,0,,,,0.801183695553663,0.0003190447363585,-64.87,5770,0.01,0.804575,1000000,3.48856435468889E-09,8.14831465954936E-09,1.90321934872112E-08,4.44539029319564E-08,1.03831935463019E-07,2.42522480838153E-07,5.66464965230673E-07,1.32310438077667E-06,3.09040330802727E-06,7.21832135470642E-06,1.68599881589795E-05,3.93802363115336E-05,9.19812634106913E-05,0.0002148426117023,0.0005018125006286,0.0011720942311761,0.0027376856595548,0.0063944711706423,0.0149357035967471,0.0348856435468888,276.5,276.6,276.8,277.2,277.9,279.3,282.2,287.7,298.4,318.2,353.2,409.9,487.5,573.3,655.4,1000,1000,1000,1000,1000,276.5,276.6,276.7,277,277.6,278.7,281,285.3,293.4,308.3,333.8,373.7,429.2,497.4,572.5,649.1,1000,1000,1000,1000,34.4960094310439,19.4933333333333,,
0,0,3.85314040732817E-07,1.21846998315859E-06,3.85314040732817E-06,1.21846998315859E-05,3.85314040732816E-05,0.0001218469983158,0.0003853140407328,0.0012184699831585,0.0038531404073281,0.0121846998315859,0.0385314040732816,0.121846998315859,,,,,,,1,0.999737170807712,0.999053555874426,0.996631324963455,0.988080321985583,0.958814770958004,0.868007354155319,0.6518478417491,0.34716978855014,0.128155423780817,0.0391997330655931,0.0091722006949777,0,,,,,,,1.10019713496972,0.0003282511049792,-64.87,5770,0.01,1.1082,1000000,3.85314040732817E-07,7.50392559365873E-07,1.46137678263876E-06,2.84600649910541E-06,5.54254938847788E-06,1.07940209319173E-05,2.10211726973291E-05,4.09383773070414E-05,7.97267954868486E-05,0.0001552665820369,0.0003023790351814,0.0005888780426399,0.0011468300006159,0.002233431975858,0.0043495708937734,0.0084707155465044,0.0164965748627089,0.0321267997617107,0.0625663976624764,0.121846998315859,276.4,276.5,276.6,276.8,277.3,278.3,280.4,284.8,293.7,311.3,344.6,401.9,484.4,577.1,665.3,1000,1000,1000,1000,1000,276.4,276.5,276.6,276.8,277.1,278,279.6,283,289.9,303.2,327.5,367.9,426.3,499.8,581,663.6,1000,1000,1000,1000,34.6312575572993,19.0533333333333,,
0,0,7.70289836014142E-07,2.43587034028228E-06,7.70289836014142E-06,2.43587034028228E-05,7.70289836014142E-05,0.0002435870340282,0.0007702898360141,0.0024358703402822,0.0077028983601414,0.0243587034028228,0.0770289836014142,0.243587034028229,,,,,,,1,0.999766039509602,0.999121943489523,0.996635832017509,0.987182135764807,0.952568045737237,0.840600178639797,0.582818444888875,0.268615817122911,0.0865114889204649,0.0242648405191191,0.0045917179755291,0,,,,,,,1.16154531630493,0.0003372912667618,-64.87,5770,0.01,1.1734,1000000,7.70289836014142E-07,1.50012639145164E-06,2.92147070507159E-06,5.68951464971719E-06,1.10802332856366E-05,2.15785664020098E-05,4.20238920934591E-05,8.18408171229672E-05,0.0001593836033192,0.0003103968643037,0.0006044926288724,0.001177239142479,0.0022926532638946,0.0044649033478262,0.0086953235447234,0.0169339951298682,0.0329786683133159,0.0642253972189591,0.125077871815326,0.243587034028228,276.4,276.5,276.6,276.8,277.3,278.5,280.9,286.2,297.3,320,363.4,435.9,530.9,627.6,721.9,1000,1000,1000,1000,1000,276.4,276.5,276.6,276.8,277.2,278.1,280,284.1,292.7,309.7,340.8,391.3,461.1,543.9,631.1,1000,1000,1000,1000,1000,38.9486242803688,21.9933333333333,,
0,0,1.31636753406422E-12,4.16271964554222E-12,1.31636753406422E-11,4.16271964554222E-11,1.31636753406422E-10,4.16271964554222E-10,1.31636753406422E-09,4.16271964554222E-09,1.31636753406422E-08,4.16271964554223E-08,1.31636753406422E-07,4.16271964554223E-07,1.31636753406422E-06,4.16271964554223E-06,1.31636753406422E-05,4.16271964554223E-05,0.000131636753406422,0.000416271964554223,1,0.999535378054912,0.999096427557201,0.998245315719537,0.996596444753128,0.993406133782067,0.987271200646066,0.975583561989849,0.953716337668351,0.914104356056802,0.846283462277179,0.740408527120152,0.596298913080954,0.432142434420171,0.278836198260132,0.160753065537199,0.083832928146213,0.039349153232753,0.0143855216139494,0.588300854741066,0.000258432057130872,-64.87,5770,0.01,0.578,1000000,1.31636753406422E-12,3.9179724077287E-12,1.16612628240151E-11,3.47080164174989E-11,1.03303254700386E-10,3.07466791052702E-10,9.15129226803463E-10,2.72374619347545E-09,8.10682590958845E-09,2.41287629830577E-08,7.18156784894042E-08,2.1374869820367E-07,6.3619124604531E-07,1.89352873232018E-06,5.63580697221149E-06,1.67741422064975E-05,4.99257423384376E-05,0.000148596555183523,0.000442275571241924,0.00131636753406422,260.3,260.3,260.5,260.7,261.2,262.1,263.8,267,272.9,283.5,302.3,334.3,384.7,454.5,534.7,613.7,686.8,1000,1000,1000,260.2,260.3,260.4,260.6,260.9,261.6,262.9,265.4,269.9,278.2,292.7,316.8,353.8,405,468.3,539,612.2,684.6,1000,1000,33.7800062689368,19.7117647058824,0.00131636753406422,0
0,0,6.98849485581927E-12,2.20995611607589E-11,6.98849485581927E-11,2.20995611607589E-10,6.98849485581928E-10,2.20995611607589E-09,6.98849485581927E-09,2.20995611607589E-08,6.98849485581927E-08,2.20995611607589E-07,6.98849485581928E-07,2.20995611607589E-06,6.98849485581928E-06,2.20995611607589E-05,6.98849485581928E-05,0.000220995611607589,0.000698849485581928,0.00220995611607589,1,0.999598841696195,0.999182268486558,0.998331680076368,0.996598289595582,0.9930752671538,0.985963227095949,0.97177930832288,0.944145565860791,0.892619246261743,0.803768642681881,0.668919449198661,0.498470236105762,0.325889748890604,0.186675170039691,0.0950172209751891,0.0432051071684282,0.01536799976379,0,0.631879255080712,0.000260849748326782,-64.87,5770,0.01,0.6214,1000000,6.98849485581928E-12,1.95772673149529E-11,5.48429101585408E-11,1.5363455717645E-10,4.30385205500042E-10,1.20566250534751E-09,3.37749081107921E-09,9.4615567195038E-09,2.65051958876486E-08,7.42505097067647E-08,2.08002167389508E-07,5.82688277960616E-07,1.6323177471363E-06,4.57270435736517E-06,1.28097762684684E-05,3.58847533591188E-05,0.000100525996446521,0.000281609179821716,0.000788887779909232,0.00220995611607589,260.2,260.3,260.4,260.7,261.1,261.9,263.5,266.5,272,282.1,300.3,331.5,381.5,451.6,532.8,613.1,687.3,1000,1000,1000,260.2,260.3,260.4,260.5,260.9,261.5,262.7,265,269.3,277.1,291.1,314.7,351.4,402.6,466.5,538.1,612.3,685.7,1000,1000,33.7421014722662,19.5411764705882,,
0,0,2.9835219812408E-11,9.4347249098991E-11,2.9835219812408E-10,9.4347249098991E-10,2.9835219812408E-09,9.4347249098991E-09,2.9835219812408E-08,9.4347249098991E-08,2.98352198124081E-07,9.4347249098991E-07,2.98352198124081E-06,9.4347249098991E-06,2.98352198124081E-05,9.4347249098991E-05,0.000298352198124081,0.00094347249098991,0.00298352198124081,0.0094347249098991,1,0.999657584689576,0.999266081901693,0.998425302697137,0.996625316514851,0.992781866964182,0.984639118894337,0.967646279565503,0.933243913129126,0.867569315652392,0.754819481578789,0.591646897179995,0.404501139195888,0.23912766302817,0.124840926377183,0.0600634200838892,0.0266407653945743,0.00902651619871489,0,0.665532460378886,0.000303353676991583,-64.87,5770,0.01,0.6648,1000000,2.9835219812408E-11,8.35790947433438E-11,2.34134862154147E-10,6.55895279127885E-10,1.83739667482331E-09,5.14720359802061E-09,1.44191536005822E-08,4.03931934297559E-08,1.13155745520861E-07,3.16989612783361E-07,8.8800099500048E-07,2.48760759129592E-06,6.96867634508644E-06,1.95217485959145E-05,5.46873824195897E-05,0.000153198868493386,0.000429164686061962,0.00120224339496747,0.00336791266309879,0.00943472490989911,260.2,260.3,260.4,260.7,261.1,262.1,263.9,267.6,274.6,288.1,312.8,355.6,421.7,505.9,593,674,1000,1000,1000,1000,260.2,260.3,260.4,260.6,260.9,261.7,263.1,266,271.5,281.9,300.5,331.6,378.5,440.8,513.9,591.7,669.5,1000,1000,1000,35.278445969175,19.9,,
0,0,3.37145215466531E-10,1.06614678310246E-09,3.37145215466531E-09,1.06614678310246E-08,3.37145215466531E-08,1.06614678310246E-07,3.37145215466531E-07,1.06614678310247E-06,3.37145215466531E-06,1.06614678310246E-05,3.37145215466531E-05,0.000106614678310247,0.000337145215466531,0.00106614678310247,0.00337145215466531,0.0106614678310247,,,1,0.999333604207752,0.998500554039609,0.99662206511355,0.992407778586745,0.983041200260215,0.962601675957037,0.919706770637261,0.836401247838766,0.695905663088909,0.505917732699283,0.31214629633524,0.164473597142713,0.0770792757970493,0.0330247788021283,0.0110005412597012,0,,,0.710400827621126,0.000297621462419835,-64.87,5770,0.01,0.7082,1000000,3.3714521546653E-10,8.36669317897796E-10,2.07630277814532E-09,5.15261302681189E-09,1.27868735155222E-08,3.17322751487761E-08,7.87477317966189E-08,1.95422648834287E-07,4.84966497524551E-07,1.2035068868638E-06,2.98665749927451E-06,7.41177563280714E-06,1.83932767799514E-05,4.56452876428705E-05,0.000113274666005754,0.00028110568738456,0.00069760000418745,0.00173118434696267,0.00429615714618494,0.0106614678310247,260.3,260.4,260.6,261,261.8,263.2,265.9,270.9,280.2,297,326.2,373.6,441.7,522.8,604.1,679.5,1000,1000,1000,1000,260.3,260.4,260.5,260.8,261.4,262.5,264.6,268.6,275.8,288.6,310.4,344.6,393.1,454.6,524.7,598.2,671.4,1000,1000,1000,36.3279248650401,21.25625,,
0,0,3.95299736392622E-08,1.25004752546484E-07,3.95299736392622E-07,1.25004752546484E-06,3.95299736392622E-06,1.25004752546484E-05,3.95299736392622E-05,0.000125004752546484,0.000395299736392622,0.00125004752546484,0.00395299736392622,0.0125004752546484,0.0395299736392622,,,,,,1,0.999609667501919,0.998848503272397,0.996627269792215,0.990162849011232,0.971709452773669,0.921632099872207,0.801893873148143,0.58317162726892,0.324068719572895,0.137398636645585,0.049046715643241,0.0139646025997236,0,,,,,,0.937129074114639,0.000306346168775992,-64.87,5770,0.01,0.93705,1000000,3.95299736392622E-08,8.17929738024612E-08,1.69240956862297E-07,3.50182908728084E-07,7.24576791804823E-07,1.49924943261534E-06,3.10215409411414E-06,6.41878516961772E-06,1.32813528289509E-05,2.74809529071039E-05,5.68618861654109E-05,0.000117655094028866,0.000243444635492268,0.00050372056594016,0.00104226740522748,0.00215659517886088,0.0044622932101296,0.00923310081017912,0.0191045604931134,0.0395299736392622,260.2,260.3,260.5,260.7,261.3,262.3,264.4,268.5,276.3,291.1,318,363.8,432.9,518,604.1,683.7,1000,1000,1000,1000,260.2,260.3,260.4,260.6,261,261.9,263.5,266.7,272.8,284.1,304.3,337.4,386.3,450,523.7,601.2,678.3,1000,1000,1000,36.2424043766415,20.73125,,
0,0,8.7005554890056E-08,2.75135722539378E-07,8.7005554890056E-07,2.75135722539378E-06,8.7005554890056E-06,2.75135722539378E-05,8.7005554890056E-05,0.000275135722539378,0.00087005554890056,0.00275135722539378,0.0087005554890056,0.0275135722539378,0.087005554890056,,,,,,1,0.99965407778836,0.99891948543796,0.996637919207078,0.98958526322525,0.968275007081659,0.90778777846344,0.76167952343344,0.510287881435539,0.251219805107801,0.0955811981496601,0.032344620109871,0.00827631149156811,0,,,,,,0.983474333866844,0.000326438797272332,-64.87,5770,0.01,0.990025,1000000,8.7005554890056E-08,1.80026506891538E-07,3.72499701019355E-07,7.70753316583022E-07,1.59479503848745E-06,3.29985114570731E-06,6.82784766759327E-06,1.4127759621068E-05,2.92322854327877E-05,6.04856349869983E-05,0.000125153130712007,0.000258959108726951,0.000535822153318479,0.00110869002213619,0.00229403274495399,0.0047466705119086,0.00982151671469472,0.0203220742486803,0.0420491777151866,0.0870055548900561,260.2,260.3,260.4,260.7,261.3,262.5,264.9,269.8,279.5,298.3,333.1,391.6,474.4,566.5,653.8,1000,1000,1000,1000,1000,260.2,260.3,260.4,260.6,261.1,262,263.9,267.8,275.3,289.6,315.2,356.4,415.2,488.1,568.4,649.9,1000,1000,1000,1000,35.2159433590336,19.52,,
0,0,6.56245546584671E-06,2.07523063154969E-05,6.56245546584671E-05,0.000207523063154969,0.000656245546584671,0.00207523063154969,0.00656245546584671,0.0207523063154969,0.0656245546584671,0.207523063154969,0.656245546584671,,,,,,,,1,0.999874910828292,0.999352853953137,0.996646169685431,0.982816433665905,0.917215093426224,0.685058020151484,0.299482320965489,0.0762278136294269,0.0158341974809228,0.00203193454328789,0,,,,,,,,1.41640448985283,0.000344969119501228,-64.87,5770,0.01,1.4344,1000000,6.56245546584671E-06,1.20288542845939E-05,2.20486578770747E-05,4.04147645884217E-05,7.40794839234106E-05,0.000135786265100033,0.000248893604724341,0.000456217176509269,0.000836237284491927,0.0015328068121526,0.00280960532010827,0.00514995235681065,0.00943976333173996,0.0173029041019027,0.031715889460171,0.0581346136073873,0.106559625374038,0.195321737864142,0.358020977911241,0.656245546584671,260.2,260.2,260.3,260.5,260.9,261.9,264.3,270,282.9,311.3,368.2,461.7,572.6,676.3,1000,1000,1000,1000,1000,1000,260.2,260.2,260.3,260.4,260.8,261.6,263.5,268,278,299.3,339.8,405,491.7,588.4,685.5,1000,1000,1000,1000,1000,36.317479066068,19.5785714285714,,
0,0,3.85314040732817E-07,1.21846998315859E-06,3.85314040732817E-06,1.21846998315859E-05,3.85314040732816E-05,0.000121846998315859,0.000385314040732817,0.00121846998315859,0.00385314040732817,0.0121846998315859,0.0385314040732817,0.121846998315859,,,,,,,1,0.999736345857732,0.999056876818699,0.996638731811319,0.988092505633601,0.958831605976416,0.868014061925667,0.651863107121516,0.347189919500882,0.128138785816576,0.0391930665783878,0.00916956341176553,0,,,,,,,1.10024951216501,0.000328144427923395,-64.87,5770,0.01,1.1082,1000000,3.85314040732817E-07,7.50392559365873E-07,1.46137678263876E-06,2.84600649910541E-06,5.54254938847788E-06,1.07940209319173E-05,2.10211726973291E-05,4.09383773070414E-05,7.97267954868486E-05,0.000155266582036912,0.000302379035181487,0.000588878042639919,0.00114683000061591,0.00223343197585803,0.00434957089377341,0.00847071554650449,0.0164965748627089,0.0321267997617108,0.0625663976624764,0.121846998315859,260.2,260.3,260.4,260.6,261.1,262.1,264.2,268.5,277.3,294.8,327.9,385.2,468.5,562.9,652.7,1000,1000,1000,1000,1000,260.2,260.3,260.4,260.5,260.9,261.7,263.4,266.8,273.7,287,311.4,351.9,410.8,484.9,567.1,650.7,1000,1000,1000,1000,34.832293445403,19.0466666666667,,
